stage;year;date;distance;origin;destination;type;winner;winner_country;origin_country;origin_lat;origin_lon;destination_country;destination_lat;destination_lon
1;2017;1/07/2017;14;Düsseldorf;Düsseldorf;Individual time trial;Geraint Thomas;GBR;Germany;51.2267106;6.7719192;Germany;51.2267106;6.7719192
2;2017;2/07/2017;203.5;Düsseldorf;Liège;Flat stage;Marcel Kittel;GER;Germany;51.2267106;6.7719192;Belgium;50.6402286;5.5689372
3;2017;3/07/2017;212.5;Verviers;Longwy;Medium mountain stage;Peter Sagan;SVK;Belgium;50.5912077;5.8673086;France;49.519919;5.761773
4;2017;4/07/2017;207.5;Mondorf-les-Bains;Vittel;Flat stage;Arnaud Démare;FRA;Luxembourg;49.5046913;6.274245;France;48.2025406;5.9434965
5;2017;5/07/2017;160.5;Vittel;La Planche des Belles Filles;Medium mountain stage;Fabio Aru;ITA;France;48.2025406;5.9434965;France;47.767158;6.774211
6;2017;6/07/2017;216;Vesoul;Troyes;Flat stage;Marcel Kittel;GER;France;47.619788;6.15428;France;48.2975056;4.0746921
7;2017;7/07/2017;213.5;Troyes;Nuits-Saint-Georges;Flat stage;Marcel Kittel;GER;France;48.2975056;4.0746921;France;47.1366636;4.9488687
8;2017;8/07/2017;187.5;Dole;Station des Rousses;Medium mountain stage;Lilian Calmejane;FRA;France;47.09534;5.49081;France;46.4458775;6.0669067
9;2017;9/07/2017;181.5;Nantua;Chambéry;High mountain stage;Rigoberto Urán;COL;France;46.1525281;5.6074041;France;45.564601;5.917781
10;2017;11/07/2017;178;Périgueux;Bergerac;Flat stage;Marcel Kittel;GER;France;45.1827726;0.7268991;France;44.852877;0.4818831
11;2017;12/07/2017;203.5;Eymet;Pau;Flat stage;Marcel Kittel;GER;France;44.6696111;0.3992495;France;43.2951;-0.370797
12;2017;13/07/2017;214.5;Pau;Peyragudes;High mountain stage;Romain Bardet;FRA;France;43.2951;-0.370797;France;42.791315;0.4465694
13;2017;14/07/2017;101;Saint-Girons;Foix;High mountain stage;Warren Barguil;FRA;France;42.982876;1.146088;France;42.964127;1.605232
14;2017;15/07/2017;181.5;Blagnac;Rodez;Medium mountain stage;Michael Matthews;AUS;France;43.635087;1.39703;France;44.349389;2.575986
15;2017;16/07/2017;189.5;Laissac-Sévérac-l'Église;Le Puy-en-Velay;Medium mountain stage;Bauke Mollema;NED;France;44.3549448;2.8277963;France;45.042768;3.882936
16;2017;18/07/2017;165;Le Puy-en-Velay;Romans-sur-Isère;Medium mountain stage;Michael Matthews;AUS;France;45.042768;3.882936;France;45.044236;5.052735
17;2017;19/07/2017;183;La Mure;Serre Chevalier;High mountain stage;Primož Roglič;SLO;France;44.906521;5.784528;France;44.9462128;6.5592945
18;2017;20/07/2017;179.5;Briançon;Col d'Izoard;High mountain stage;Warren Barguil;FRA;France;44.899416;6.643179;France;44.819732;6.734978
19;2017;21/07/2017;222.5;Embrun;Salon-de-Provence;Flat stage;Edvald Boasson Hagen;NOR;France;44.5656215;6.4971858;France;43.640199;5.097022
20;2017;22/07/2017;22.5;Marseille;Marseille;Individual time trial;Maciej Bodnar;POL;France;43.3025742;5.3690743;France;43.3025742;5.3690743
21;2017;23/07/2017;103;Montgeron;Paris;Flat stage;Dylan Groenewegen;NED;France;48.703859;2.4604529;France;48.8575475;2.3513765
1;2016;2/07/2016;188;Mont Saint-Michel;Utah Beach;Flat stage;Mark Cavendish;GBR;France;48.636063;-1.511457;France;49.4230363;-1.1818896
2;2016;3/07/2016;183;Saint-Lô;Cherbourg-en-Cotentin;Flat stage;Peter Sagan;SVK;France;49.1154063;-1.0825895;France;49.6338979;-1.622224
3;2016;4/07/2016;223.5;Granville;Angers;Flat stage;Mark Cavendish;GBR;France;48.837579;-1.597302;France;47.4711616;-0.5518257
4;2016;5/07/2016;237.5;Saumur;Limoges;Flat stage;Marcel Kittel;GER;France;47.2573524;-0.0811244;France;45.833619;1.261105
5;2016;6/07/2016;216;Limoges;Le Lioran;Medium mountain stage;Greg Van Avermaet;BEL;France;45.833619;1.261105;France;45.0827278;2.7503595
6;2016;7/07/2016;190.5;Arpajon-sur-Cère;Montauban;Flat stage;Mark Cavendish;GBR;France;44.9007212;2.4592654;France;44.0221252;1.3529599
7;2016;8/07/2016;162.5;L'Isle-Jourdain;Lac de Payolle;Medium mountain stage;Steve Cummings;GBR;France;43.6137243;1.0833919;France;42.934444;0.297222
8;2016;9/07/2016;184;Pau;Bagnères-de-Luchon;High mountain stage;Chris Froome;GBR;France;43.2951;-0.370797;France;42.7902866;0.5915425
9;2016;10/07/2016;184.5;Vielha Val d'Aran;Andorra Arcalis;High mountain stage;Tom Dumoulin;NED;Spain;42.7030131;0.7932456;Andorra;42.6317345;1.499825
10;2016;12/07/2016;197;Escaldes-Engordany;Revel;Medium mountain stage;Michael Matthews;AUS;Andorra;42.5100804;1.5387862;France;43.458611;2.004573
11;2016;13/07/2016;162.5;Carcassonne;Montpellier;Flat stage;Peter Sagan;SVK;France;43.2163338;2.3538776;France;43.6108535;3.8761323
12;2016;14/07/2016;178;Montpellier;Chalet Reynard;High mountain stage;Thomas De Gendt;BEL;France;43.6108535;3.8761323;France;44.1523772;5.3189192
13;2016;15/07/2016;37.5;Bourg-Saint-Andéol;La Caverne du Pont-d'Arc;Individual time trial;Tom Dumoulin;NED;France;44.3718182;4.6443751;France;44.406273;4.431287
14;2016;16/07/2016;208.5;Montélimar;Villars-les-Dombes;Flat stage;Mark Cavendish;GBR;France;44.556944;4.749496;France;46.002114;5.029107
15;2016;17/07/2016;160;Bourg-en-Bresse;Culoz;High mountain stage;Jarlinson Pantano;COL;France;46.2051675;5.2255007;France;45.848056;5.7809472
16;2016;18/07/2016;209;Moirans-en-Montagne;Bern;Flat stage;Peter Sagan;SVK;France;46.4288143;5.726042;Switzerland;46.9479739;7.4474468
17;2016;20/07/2016;184.5;Bern;Finhaut-Émosson;High mountain stage;Ilnur Zakarin;RUS;Switzerland;46.9479739;7.4474468;Switzerland;46.0831928;6.9141893
18;2016;21/07/2016;17;Sallanches;Megève;Mountain time trial;Chris Froome;GBR;France;45.936661;6.6305569;France;45.856876;6.61775
19;2016;22/07/2016;146;Albertville;Saint Gervais;High mountain stage;Romain Bardet;FRA;France;45.675535;6.392726;France;45.892013;6.712187
20;2016;23/07/2016;146.5;Megève;Morzine;High mountain stage;Ion Izagirre;ESP;France;45.856876;6.61775;France;46.179192;6.708877
21;2016;24/07/2016;113;Chantilly;Paris;Flat stage;André Greipel;GER;France;49.19316;2.4687389;France;48.8575475;2.3513765
1;2015;4/07/2015;13.8;Utrecht;Utrecht;Individual time trial;Rohan Dennis;AUS;Netherlands;52.0919255;5.1229572;Netherlands;52.0919255;5.1229572
2;2015;5/07/2015;166;Utrecht;Zeeland;Flat stage;André Greipel;GER;Netherlands;52.0919255;5.1229572;Netherlands;51.5375988;3.8050334
3;2015;6/07/2015;159.5;Antwerp;Huy;Flat stage;Joaquim Rodríguez;ESP;Belgium;51.2199302;4.4149903;Belgium;50.5167024;5.2403015
4;2015;7/07/2015;223.5;Seraing;Cambrai;Medium mountain stage;Tony Martin;GER;Belgium;50.6098842;5.5141268;France;50.173538;3.236633
5;2015;8/07/2015;189.5;Arras;Amiens;Flat stage;André Greipel;GER;France;50.291002;2.777535;France;49.894067;2.295753
6;2015;9/07/2015;191.5;Abbeville;Le Havre;Flat stage;Zdeněk Štybar;CZE;France;50.105467;1.836833;France;49.4953112;0.1011193
7;2015;10/07/2015;190.5;Livarot;Fougères;Flat stage;Mark Cavendish;GBR;France;49.00436;0.149727;France;48.3504366;-1.1962231
8;2015;11/07/2015;181.5;Rennes;Mûr-de-Bretagne;Flat stage;Alexis Vuillermoz;FRA;France;48.117266;-1.6777926;France;48.201707;-2.987594
9;2015;12/07/2015;28;Vannes;Plumelec;Team time trial;BMC Racing Team;NA;France;47.6586166;-2.7599022;France;47.837699;-2.639409
10;2015;14/07/2015;167;Tarbes;La Pierre Saint-Martin;High mountain stage;Chris Froome;GBR;France;43.232951;0.078082;France;42.96992;-0.766498
11;2015;15/07/2015;188;Pau;Cauterets;High mountain stage;Rafał Majka;POL;France;43.2951;-0.370797;France;42.8885338;-0.1147668
12;2015;16/07/2015;195;Lannemezan;Plateau de Beille;High mountain stage;Joaquim Rodríguez;ESP;France;43.125519;0.38396;France;42.709683;1.702387
13;2015;17/07/2015;198.5;Muret;Rodez;Medium mountain stage;Greg Van Avermaet;BEL;France;43.461574;1.33071;France;44.349389;2.575986
14;2015;18/07/2015;178.5;Rodez;Mende;Medium mountain stage;Steve Cummings;GBR;France;44.349389;2.575986;France;44.5179297;3.5014879
15;2015;19/07/2015;183;Mende;Valence;Medium mountain stage;André Greipel;GER;France;44.5179297;3.5014879;France;44.9336953;4.8967142
16;2015;20/07/2015;201;Bourg-de-Péage;Gap;Medium mountain stage;Rubén Plaza Molina;ESP;France;45.0394149;5.0478525;France;44.559638;6.079758
17;2015;22/07/2015;161;Digne-les-Bains;Pra-Loup;High mountain stage;Simon Geschke;GER;France;44.09108;6.2315062;France;44.3677546;6.6047361
18;2015;23/07/2015;186.5;Gap;Saint-Jean-de-Maurienne;High mountain stage;Romain Bardet;FRA;France;44.559638;6.079758;France;45.2745994;6.3476594
19;2015;24/07/2015;138;Saint-Jean-de-Maurienne;La Toussuire;High mountain stage;Vincenzo Nibali;ITA;France;45.2745994;6.3476594;France;45.2496414;6.2825056
20;2015;25/07/2015;110.5;Modane;Alpe d'Huez;High mountain stage;Thibaut Pinot;FRA;France;45.2017732;6.6728727;France;45.0892442;6.0694673
21;2015;26/07/2015;109.5;Sèvres;Paris;Flat stage;André Greipel;GER;France;48.8212407;2.2109771;France;48.8575475;2.3513765
1;2014;5/07/2014;190.5;Leeds;Harrogate;Flat stage;Marcel Kittel;GER;United Kingdom;53.8007554;-1.5490774;United Kingdom;53.99212;-1.541812
2;2014;6/07/2014;201;York;Sheffield;Medium mountain stage;Vincenzo Nibali;ITA;United Kingdom;53.9614205;-1.0739108;United Kingdom;53.381129;-1.470085
3;2014;7/07/2014;155;Cambridge;London;Flat stage;Marcel Kittel;GER;United Kingdom;52.1950788;0.1312729;United Kingdom;51.5072178;-0.1275862
4;2014;8/07/2014;163.5;Le Touquet-Paris-Plage;Lille Metropole;Flat stage;Marcel Kittel;GER;France;50.521276;1.590675;France;50.6809421;3.055708
5;2014;9/07/2014;152.5;Ypres;Arenberg Porte du Hainaut;Medium mountain stage;Lars Boom;NED;Belgium;50.8576861;2.8712378;France;50.3853627;3.4252825
6;2014;10/07/2014;194;Arras;Reims;Flat stage;André Greipel;GER;France;50.291002;2.777535;France;49.258329;4.031696
7;2014;11/07/2014;234.5;Épernay;Nancy;Flat stage;Matteo Trentin;ITA;France;49.043411;3.956242;France;48.692054;6.184417
8;2014;12/07/2014;161;Tomblaine;Gérardmer La Mauselaine;Medium mountain stage;Blel Kadri;FRA;France;48.683482;6.221307;France;48.0588348;6.8928232
9;2014;13/07/2014;170;Gérardmer;Mulhouse;Medium mountain stage;Tony Martin;GER;France;48.070081;6.877292;France;47.750839;7.335888
10;2014;14/07/2014;161.5;Mulhouse;La Planche des Belles Filles;High mountain stage;Vincenzo Nibali;ITA;France;47.750839;7.335888;France;47.767158;6.774211
11;2014;16/07/2014;187.5;Besançon;Oyonnax;Medium mountain stage;Tony Gallopin;FRA;France;47.237829;6.0240539;France;46.257773;5.655335
12;2014;17/07/2014;185.5;Bourg-en-Bresse;Saint-Étienne;Flat stage;Alexander Kristoff;NOR;France;46.2051675;5.2255007;France;45.439695;4.3871779
13;2014;18/07/2014;197.5;Saint-Étienne;Chamrousse;High mountain stage;Vincenzo Nibali;ITA;France;45.439695;4.3871779;France;45.1106963;5.8746192
14;2014;19/07/2014;177;Grenoble;Risoul;High mountain stage;Rafał Majka;POL;France;45.188529;5.724524;France;44.648326;6.636775
15;2014;20/07/2014;222;Tallard;Nîmes;Flat stage;Alexander Kristoff;NOR;France;44.4618317;6.0551603;France;43.8338727;4.3599997
16;2014;22/07/2014;237.5;Carcassonne;Bagnères-de-Luchon;High mountain stage;Michael Rogers;AUS;France;43.2163338;2.3538776;France;42.7902866;0.5915425
17;2014;23/07/2014;124.5;Saint-Gaudens;Saint-Lary-Soulan;High mountain stage;Rafał Majka;POL;France;43.106895;0.723763;France;42.8158286;0.320509
18;2014;24/07/2014;145.5;Pau;Hautacam;High mountain stage;Vincenzo Nibali;ITA;France;43.2951;-0.370797;France;42.9716886;-0.0072733
19;2014;25/07/2014;208.5;Maubourguet Pays du Val d’Adour;Bergerac;Flat stage;Ramūnas Navardauskas;LTU;France;43.4681065;0.0302371;France;44.852877;0.4818831
20;2014;26/07/2014;54;Bergerac;Périgueux;Individual time trial;Tony Martin;GER;France;44.852877;0.4818831;France;45.1827726;0.7268991
21;2014;27/07/2014;137.5;Évry;Paris;Flat stage;Marcel Kittel;GER;France;48.629828;2.441782;France;48.8575475;2.3513765
1;2013;29/06/2013;213;Porto-Vecchio;Bastia;Flat stage;Marcel Kittel;GER;France;41.591369;9.278311;France;42.697283;9.450881
2;2013;30/06/2013;156;Bastia;Ajaccio;Medium mountain stage;Jan Bakelants;BEL;France;42.697283;9.450881;France;41.919229;8.738635
3;2013;1/07/2013;145.5;Ajaccio;Calvi;Medium mountain stage;Simon Gerrans;AUS;France;41.919229;8.738635;France;42.567651;8.757222
4;2013;2/07/2013;25;Nice;Nice;Team time trial;Orica–GreenEDGE;NA;France;43.7101728;7.2619532;France;43.7101728;7.2619532
5;2013;3/07/2013;228.5;Cagnes-sur-Mer;Marseille;Flat stage;Mark Cavendish;GBR;France;43.663739;7.14882;France;43.3025742;5.3690743
6;2013;4/07/2013;176.5;Aix-en-Provence;Montpellier;Flat stage;André Greipel;GER;France;43.5323032;5.4509692;France;43.6108535;3.8761323
7;2013;5/07/2013;205.5;Montpellier;Albi;Flat stage;Peter Sagan;SVK;France;43.6108535;3.8761323;France;43.9248689;2.1486789
8;2013;6/07/2013;195;Castres;Ax 3 Domaines;High mountain stage;Chris Froome;GBR;France;43.6075999;2.2419407;France;42.7203191;1.8396196
9;2013;7/07/2013;168.5;Saint-Girons;Bagnères-de-Bigorre;High mountain stage;Dan Martin;IRL;France;42.982876;1.146088;France;43.065093;0.1491049
10;2013;9/07/2013;197;Saint-Gildas-des-Bois;Saint-Malo;Flat stage;Marcel Kittel;GER;France;47.517319;-2.037288;France;48.649221;-2.0184218
11;2013;10/07/2013;33;Avranches;Mont Saint-Michel;Individual time trial;Tony Martin;GER;France;48.6841264;-1.3628499;France;48.636063;-1.511457
12;2013;11/07/2013;218;Fougères;Tours;Flat stage;Marcel Kittel;GER;France;48.3504366;-1.1962231;France;47.3897679;0.6891732
13;2013;12/07/2013;173;Tours;Saint-Amand-Montrond;Flat stage;Mark Cavendish;GBR;France;47.3897679;0.6891732;France;46.7250528;2.5065288
14;2013;13/07/2013;191;Saint-Pourçain-sur-Sioule;Lyon;Medium mountain stage;Matteo Trentin;ITA;France;46.3073976;3.2892444;France;45.764043;4.835659
15;2013;14/07/2013;242.5;Givors;Mont Ventoux;High mountain stage;Chris Froome;GBR;France;45.5864385;4.7717026;France;44.1740851;5.2786797
16;2013;16/07/2013;168;Vaison-la-Romaine;Gap;High mountain stage;Rui Costa;POR;France;44.240968;5.075198;France;44.559638;6.079758
17;2013;17/07/2013;32;Embrun;Chorges;Individual time trial;Chris Froome;GBR;France;44.5656215;6.4971858;France;44.5456465;6.2749551
18;2013;18/07/2013;172.5;Gap;Alpe d'Huez;High mountain stage;Christophe Riblon;FRA;France;44.559638;6.079758;France;45.0892442;6.0694673
19;2013;19/07/2013;204.5;Le Bourg-d'Oisans;Le Grand-Bornand;High mountain stage;Rui Costa;POR;France;45.0524579;6.0295106;France;45.9421235;6.4272176
20;2013;20/07/2013;125;Annecy;Semnoz;High mountain stage;Nairo Quintana;COL;France;45.899247;6.129384;France;45.797222;6.104722
21;2013;21/07/2013;133.5;Versailles;Paris;Flat stage;Marcel Kittel;GER;France;48.8022585;2.1297422;France;48.8575475;2.3513765
P;2012;30/06/2012;6.4;Liège;Liège;Individual time trial;Fabian Cancellara;SUI;Belgium;50.6402286;5.5689372;Belgium;50.6402286;5.5689372
1;2012;1/07/2012;198;Liège;Seraing;Flat stage;Peter Sagan;SVK;Belgium;50.6402286;5.5689372;Belgium;50.6098842;5.5141268
2;2012;2/07/2012;207.5;Visé;Tournai;Flat stage;Mark Cavendish;GBR;Belgium;50.7378047;5.6956089;Belgium;50.6127324;3.379139
3;2012;3/07/2012;197;Orchies;Boulogne-sur-Mer;Medium mountain stage;Peter Sagan;SVK;France;50.4745;3.2428;France;50.725231;1.613334
4;2012;4/07/2012;214.5;Abbeville;Rouen;Flat stage;André Greipel;GER;France;50.105467;1.836833;France;49.4435261;1.0984309
5;2012;5/07/2012;196.5;Rouen;Saint-Quentin;Flat stage;André Greipel;GER;France;49.4435261;1.0984309;France;49.847066;3.2874
6;2012;6/07/2012;207.5;Épernay;Metz;Flat stage;Peter Sagan;SVK;France;49.043411;3.956242;France;49.1178601;6.1760223
7;2012;7/07/2012;199;Tomblaine;La Planche des Belles Filles;Medium mountain stage;Chris Froome;GBR;France;48.683482;6.221307;France;47.767158;6.774211
8;2012;8/07/2012;157.5;Belfort;Porrentruy;Medium mountain stage;Thibaut Pinot;FRA;France;47.639674;6.863849;Switzerland;47.416647;7.0765657
9;2012;9/07/2012;41.5;Arc-et-Senans;Besançon;Individual time trial;Bradley Wiggins;GBR;France;47.032958;5.781165;France;47.237829;6.0240539
10;2012;11/07/2012;194.5;Mâcon;Bellegarde-sur-Valserine;High mountain stage;Thomas Voeckler;FRA;France;46.3079587;4.8293535;France;46.107599;5.826179
11;2012;12/07/2012;148;Albertville;La Toussuire;High mountain stage;Pierre Rolland;FRA;France;45.675535;6.392726;France;45.2496414;6.2825056
12;2012;13/07/2012;226;Saint-Jean-de-Maurienne;Annonay-Davézieux;Medium mountain stage;David Millar;GBR;France;45.2745994;6.3476594;France;45.2554888;4.7073115
13;2012;14/07/2012;217;Saint-Paul-Trois-Châteaux;Cap d'Agde;Flat stage;André Greipel;GER;France;44.348678;4.768295;France;43.2890933;3.5078433
14;2012;15/07/2012;191;Limoux;Foix;High mountain stage;Luis León Sánchez;ESP;France;43.053289;2.218142;France;42.964127;1.605232
15;2012;16/07/2012;158.5;Samatan;Pau;Flat stage;Pierrick Fédrigo;FRA;France;43.4921294;0.9306663;France;43.2951;-0.370797
16;2012;18/07/2012;197;Pau;Bagnères-de-Luchon;High mountain stage;Thomas Voeckler;FRA;France;43.2951;-0.370797;France;42.7902866;0.5915425
17;2012;19/07/2012;143.5;Bagnères-de-Luchon;Peyragudes;High mountain stage;Alejandro Valverde;ESP;France;42.7902866;0.5915425;France;42.791315;0.4465694
18;2012;20/07/2012;222.5;Blagnac;Brive-la-Gaillarde;Flat stage;Mark Cavendish;GBR;France;43.635087;1.39703;France;45.1622927;1.5267596
19;2012;21/07/2012;53.5;Bonneval;Chartres;Individual time trial;Bradley Wiggins;GBR;France;48.181453;1.385289;France;48.443854;1.489012
20;2012;22/07/2012;120;Rambouillet;Paris;Flat stage;Mark Cavendish;GBR;France;48.643868;1.829079;France;48.8575475;2.3513765
1;2011;2/07/2011;191.5;Passage du Gois;Mont des Alouettes;Flat stage;Philippe Gilbert;BEL;France;46.9306525;-2.1240787;France;46.894722;1.010278
2;2011;3/07/2011;23;Les Essarts;Les Essarts;Team time trial;Garmin–Cervélo;NA;France;46.7731304;-1.226922;France;46.7731304;-1.226922
3;2011;4/07/2011;198;Olonne-sur-Mer;Redon;Flat stage;Tyler Farrar;USA;France;46.5363895;-1.772651;France;47.6515493;-2.0835346
4;2011;5/07/2011;172.5;Lorient;Mûr-de-Bretagne;Flat stage;Cadel Evans;AUS;France;47.7482524;-3.3702449;France;48.201707;-2.987594
5;2011;6/07/2011;164.5;Carhaix;Cap Fréhel;Flat stage;Mark Cavendish;GBR;France;48.275584;-3.574188;France;48.6835323;-2.3179711
6;2011;7/07/2011;226.5;Dinan;Lisieux;Flat stage;Edvald Boasson Hagen;NOR;France;48.454366;-2.047327;France;49.1465057;0.2294909
7;2011;8/07/2011;218;Le Mans;Châteauroux;Flat stage;Mark Cavendish;GBR;France;48.0057867;0.2015378;France;46.811434;1.686779
8;2011;9/07/2011;189;Aigurande;Super Besse;Medium mountain stage;Rui Costa;POR;France;46.434011;1.828597;France;45.5080219;2.8615179
9;2011;10/07/2011;208;Issoire;Saint-Flour;Medium mountain stage;Luis León Sánchez;ESP;France;45.54151;3.248128;France;45.0338701;3.0932093
10;2011;12/07/2011;158;Aurillac;Carmaux;Flat stage;André Greipel;GER;France;44.9332083;2.4482505;France;44.0500339;2.16075
11;2011;13/07/2011;167.5;Blaye-les-Mines;Lavaur;Flat stage;Mark Cavendish;GBR;France;44.030913;2.1316;France;43.699185;1.820699
12;2011;14/07/2011;211;Cugnaux;Luz Ardiden;High mountain stage;Samuel Sánchez;ESP;France;43.537141;1.344995;France;42.873542;-0.002869
13;2011;15/07/2011;152.5;Pau;Lourdes;High mountain stage;Thor Hushovd;NOR;France;43.2951;-0.370797;France;43.091463;-0.045726
14;2011;16/07/2011;168.5;Saint-Gaudens;Plateau de Beille;High mountain stage;Jelle Vanendert;BEL;France;43.106895;0.723763;France;42.709683;1.702387
15;2011;17/07/2011;192.5;Limoux;Montpellier;Flat stage;Mark Cavendish;GBR;France;43.053289;2.218142;France;43.6108535;3.8761323
16;2011;19/07/2011;162.5;Saint-Paul-Trois-Châteaux;Gap;Medium mountain stage;Thor Hushovd;NOR;France;44.348678;4.768295;France;44.559638;6.079758
17;2011;20/07/2011;179;Gap;Pinerolo;High mountain stage;Edvald Boasson Hagen;NOR;France;44.559638;6.079758;Italy;44.8845906;7.3306676
18;2011;21/07/2011;200.5;Pinerolo;Col du Galibier-Serre Chevalier;High mountain stage;Andy Schleck;LUX;Italy;44.8845906;7.3306676;France;45.0641685;6.407793
19;2011;22/07/2011;109.5;Modane;Alpe d'Huez;High mountain stage;Pierre Rolland;FRA;France;45.2017732;6.6728727;France;45.0892442;6.0694673
20;2011;23/07/2011;42.5;Grenoble;Grenoble;Individual time trial;Tony Martin;GER;France;45.188529;5.724524;France;45.188529;5.724524
21;2011;24/07/2011;95;Créteil;Paris;Flat stage;Mark Cavendish;GBR;France;48.790329;2.4531917;France;48.8575475;2.3513765
P;2010;3/07/2010;8.9;Rotterdam;Rotterdam;Individual time trial;Fabian Cancellara;SUI;Netherlands;51.9244201;4.4777326;Netherlands;51.9244201;4.4777326
1;2010;4/07/2010;223.5;Rotterdam;Brussels;Flat stage;Alessandro Petacchi;ITA;Netherlands;51.9244201;4.4777326;Belgium;50.8260453;4.3802052
2;2010;5/07/2010;201;Brussels;Spa;Flat stage;Sylvain Chavanel;FRA;Belgium;50.8260453;4.3802052;Belgium;50.4923134;5.8622681
3;2010;6/07/2010;213;Wanze;Arenberg Porte du Hainaut;Flat cobblestone stage;Thor Hushovd;NOR;Belgium;50.5485562;5.222625;France;50.3853627;3.4252825
4;2010;7/07/2010;153.5;Cambrai;Reims;Flat stage;Alessandro Petacchi;ITA;France;50.173538;3.236633;France;49.258329;4.031696
5;2010;8/07/2010;187.5;Épernay;Montargis;Flat stage;Mark Cavendish;GBR;France;49.043411;3.956242;France;47.9990631;2.7291871
6;2010;9/07/2010;227.5;Montargis;Gueugnon;Flat stage;Mark Cavendish;GBR;France;47.9990631;2.7291871;France;46.6006347;4.0616154
7;2010;10/07/2010;165.5;Tournus;Station des Rousses;Medium mountain stage;Sylvain Chavanel;FRA;France;46.561816;4.9119529;France;46.4458775;6.0669067
8;2010;11/07/2010;189;Station des Rousses;Morzine-Avoriaz;Mountain stage;Andy Schleck;LUX;France;46.4458775;6.0669067;France;46.1931052;6.7733778
9;2010;13/07/2010;204.5;Morzine-Avoriaz;Saint-Jean-de-Maurienne;Mountain stage;Sandy Casar;FRA;France;46.1931052;6.7733778;France;45.2745994;6.3476594
10;2010;14/07/2010;179;Chambéry;Gap;Medium mountain stage;Sérgio Paulinho;POR;France;45.564601;5.917781;France;44.559638;6.079758
11;2010;15/07/2010;184.5;Sisteron;Bourg-lès-Valence;Flat stage;Mark Cavendish;GBR;France;44.194713;5.943191;France;44.9518575;4.9029212
12;2010;16/07/2010;210.5;Bourg-de-Péage;Mende;Medium mountain stage;Joaquim Rodríguez;ESP;France;45.0394149;5.0478525;France;44.5179297;3.5014879
13;2010;17/07/2010;196;Rodez;Revel;Flat stage;Alexander Vinokourov;KAZ;France;44.349389;2.575986;France;43.458611;2.004573
14;2010;18/07/2010;184.5;Revel;Ax 3 Domaines;Mountain stage;Christophe Riblon;FRA;France;43.458611;2.004573;France;42.7203191;1.8396196
15;2010;19/07/2010;187.5;Pamiers;Bagnères-de-Luchon;Mountain stage;Thomas Voeckler;FRA;France;43.114753;1.607953;France;42.7902866;0.5915425
16;2010;20/07/2010;199.5;Bagnères-de-Luchon;Pau;Mountain stage;Pierrick Fédrigo;FRA;France;42.7902866;0.5915425;France;43.2951;-0.370797
17;2010;22/07/2010;174;Pau;Col du Tourmalet;Mountain stage;Andy Schleck;LUX;France;43.2951;-0.370797;France;42.9081546;0.1452466
18;2010;23/07/2010;198;Salies-de-Béarn;Bordeaux;Flat stage;Mark Cavendish;GBR;France;43.470556;-0.924854;France;44.8416106;-0.5810938
19;2010;24/07/2010;52;Bordeaux;Pauillac;Individual time trial;Fabian Cancellara;SUI;France;44.8416106;-0.5810938;France;45.199585;-0.746212
20;2010;25/07/2010;102.5;Longjumeau;Paris;Flat stage;Mark Cavendish;GBR;France;48.6930642;2.2947615;France;48.8575475;2.3513765
1;2009;4/07/2009;15.5;Monaco;Monaco;Individual time trial;Fabian Cancellara;SUI;Monaco;43.7384176;7.4246158;Monaco;43.7384176;7.4246158
2;2009;5/07/2009;187;Monaco;Brignoles;Flat stage;Mark Cavendish;GBR;Monaco;43.7384176;7.4246158;France;43.406204;6.0592489
3;2009;6/07/2009;196.5;Marseille;La Grande-Motte;Flat stage;Mark Cavendish;GBR;France;43.3025742;5.3690743;France;43.560704;4.086072
4;2009;7/07/2009;39;Montpellier;Montpellier;Team time trial;Astana;NA;France;43.6108535;3.8761323;France;43.6108535;3.8761323
5;2009;8/07/2009;196.5;Cap d'Agde;Perpignan;Flat stage;Thomas Voeckler;FRA;France;43.2890933;3.5078433;France;42.6874874;2.9006474
6;2009;9/07/2009;181.5;Girona;Barcelona;Flat stage;Thor Hushovd;NOR;Spain;41.9794005;2.8214264;Spain;41.3873974;2.168568
7;2009;10/07/2009;224;Barcelona;Andorra Arcalis;Mountain stage;Brice Feillu;FRA;Spain;41.3873974;2.168568;Andorra;42.6317345;1.499825
8;2009;11/07/2009;176.5;Andorra la Vella;Saint-Girons;Mountain stage;Luis León Sánchez;ESP;Andorra;42.5063174;1.5218355;France;42.982876;1.146088
9;2009;12/07/2009;160.5;Saint-Gaudens;Tarbes;Mountain stage;Pierrick Fédrigo;FRA;France;43.106895;0.723763;France;43.232951;0.078082
10;2009;14/07/2009;194.5;Limoges;Issoudun;Flat stage;Mark Cavendish;GBR;France;45.833619;1.261105;France;46.947535;1.988654
11;2009;15/07/2009;192;Vatan;Saint-Fargeau;Flat stage;Mark Cavendish;GBR;France;47.071754;1.808678;France;47.641578;3.070853
12;2009;16/07/2009;211.5;Tonnerre;Vittel;Flat stage;Nicki Sørensen;DEN;France;47.8550683;3.9734986;France;48.2025406;5.9434965
13;2009;17/07/2009;200;Vittel;Colmar;Medium mountain stage;Heinrich Haussler;GER;France;48.2025406;5.9434965;France;48.0803183;7.3546052
14;2009;18/07/2009;199;Colmar;Besançon;Flat stage;Sergei Ivanov;RUS;France;48.0803183;7.3546052;France;47.237829;6.0240539
